ID_SALES,text
HD1819A," but don't worry! They found a hotel, it's only 45min away. I got there around 11:30pm, no problem."
HVP1379T, 37 minutes??????
HC3821A,"   sent DM last week, re: suit regarding your error. No response was given. Please Answer DM or tell me who to send suit to...."
HD834T,  ok my 4th try today....giving up at 12.45am after 138 minute hold time. #terrible http://t.co/Ps9Q9RPSiL
HC2268A, is okay for u 2 Cancelled Flight change a flight when good 4 u but you cant logistically figure out what 2 do when a plane comes in on time
CD3869A, it would be great to get a callback from the agent that disconnected me trying to put me on hold after waiting to connectfor 60+min
HD4852A, dmangen@visualclubconcepts.com
HVP3001T, no flights to HRL :( is this a limited route?
HD3296A, it is an extreme inconvenience to make ppl check bags when there's a lot of overhead space left. You lie so you're not at fault
HD4657A, Why haven't you released a travel advisory for IAD for tomorrow????!!!!!!!!
HD3918A, the delay is due to customer service for 20 people?  What about the DIS-SERVICE you provided for 100+?  #FlightFail #Hour20Delay
HD4458A, All flights are booked . They are saying I have to wait until tomorrow.
HD1953A," lost my cats, missed their flights, kept them crated 30 hrs for a  would-be 5 hr trip. You'll never touch my pets again."
HC4988A," Well, you guys are totally kicking a million pounds of ass. Bar none, the best SM team in the airline industry in my opinion."
HN2797A," 's Once upon a sale that does not include BTV, as usual!  #jetbluehatesbtv"
HD698A, I'm not sure what happened to my USAirways status when the merger took place.
SM2602A," that's unacceptable. They should allow me to wait on hold, or take my number and call me themselves."
HD1322A, i DMed you the details
HD356A, all flights Cancelled Flighted tomorrow and that means I'm stranded at the airport for the night... wow.
SK1567A, I requested my boarding pass to be texted to me but I still haven't received it.
HS1715A, @airbusintheus A320 landing @aruba_airport in February of 2014. #avgeek #warmweather https://t.co/Kaej9G0CHd
CD4545A, your flight attendants are really funny!! The sass is giving me life!!! Å”ĀĀĀ
HD2270T," thanx but this isn't my first rodeo. Done &amp; done yesterday. No results or comm, unless u count status: bags lost &amp; claim filed."
HD847T, been on hold for over and hour now.
HS147A," thanks for making miss connection, getting rebooked, missing that too, and a miserable day. Started my day @ 4:30am for nothing!"
HD4701T, should take a lesson from  and wait for passengers from connecting flights. Shame..
HC909A," If you'd love to see more girls be inspired about becoming pilots, RT our free WOAW event March 2-8 at ABQ. http://t.co/rfXlV1kGDh"
HN2746T, and despite tailwindÄĀĀ¦ Will still be Late Flight.
HD1019T," Stuck on a plane at JFK: food was not on the plane now we need to wait crew to push back the plane. Good job, AA!"
SM1660A, I got it now. Wouldn't let me log on with my email. Thx. Here's hoping for dtw-ase without issue today
HD4943A," 374 ORD to ROC. Fam came to see me at SNA. I'm a member, so is my dad. He used his miles for them."
HD3832A, instead they yelled at him and told him to call a number that will not pick up due to call volume
HC1310A," That's good, I'd expect that but I can't get through on the phone to make any changes. Can I change it online?"
HD686A,"Stop the madness "": Our fleet's on fleek. http://t.co/Q5a7jtkI5KÄĀĀ"
HD3353A," spent $8 for the choppiest feed of ""Whiplash"" ever. #americanairlinesfail #iwantmymoneyback"
HD278A, landed in Boston at 9 last night.  The 15 hours of traveling was rough tho.
HD4378A, you need to follow me I order for me to DM....
HD3668T," I asked if that was SOP, and they said ÄĀĀIt is now.ÄĀĀ But yet the other 11 flights, nothing. Is this a policy or not?"
HD1154T, Filled in the form you sent the link to on 29.1.15 and then either 9 or 10.2.15
HD2684A, am I allowed to bring a duffle bag and back pack as my carry on and personal item? Flying out of NY
HD5004A, I have been loyal to Southwest from the beginning but very unhappy about your devaluation.
HD145A, already missed  connection ugh
HD1663A, do you do any discounts for volunteer firefighters?
CD2139A, Marsha M. at Myrtle Beach is the greatest! She deserves all the respect and praise there is! #ThankYouForEverything
HD4107A," confused at the definition of a ""preferred seat."" I paid extra for one and got a regular seat with no legroom. Unimpressed."
HD2019A, we are well aware. Insufficient info. No options.
HD4097A," once again your service leaves a lot to be desired. Flight 5141 here early, but short staffing means we wait on Tarmac...Thanks"
HN2296A," Stopped flying  1 yr ago bc of aggressive policy on carryon @bdl listening to pssngrs forced to chk@preboard,#notcomingback"
HD11A, Thanks. Used phone instead of computer and it worked!! Thx again!
HD1004A, done
HD4712A, just touched down in #NewOrleans for the annual @HeinekenUSACorp national distributor conference! #livethelegend
HD4394A, short stop at JFK before IAD
HD4880T, I'm on flight 1027 tomorrow that got Cancelled Flightled. Need to find an alternative to get to Dallas. Please help.
HD830A, customer service Å”ĀĀĀ
SM1918A, what happens if the flight takes off before we Cancelled Flight?? That's the issue. We don't want to pay because of your inaccessibility!
HD1459A," Is it true, as FAs are saying, that you have no way to collect money from passengers (after door closing) who want a MCE seat?"
CD3335A, - trying to fly from BOS to JFK. Flight delayed. Traveling with kids. Book a hotel or are we getting out tonight?
HD36320," thanks. Weather is understandable, but when every single domestic flight is delayed because of inbound int'l flights, it's crazy"
HD1413A, When did they start to sell water @AdmiralsClub ?
HC3938A," are you looking for European Flight attendants for Paris or Frankfurt?

Best, 

Fabrice"
HD1623A, made it! Just! Huge relief - thanks for your help!
HD812A, u now have my gears grinding. The JFK baggage office told me I need to bring the bag back right now if not they will close my claim
HD249A,  flight 441 on 2/4 was delayed over three hours because the pilot never showed up!
SK35A, Why close prechk at 8PM on a Sunday at JFK?  #annoying
HD1632A, my reservation were changed so that I can longer make my connecting flight. How can I change this without incurring a fee?
HD4744T, shhhh i don't want something else to steal our dealÅ”ĀĀĀ
HN191A,'s CEO battles to appease passengers and Wall Street - @TheVDT http://t.co/VD0tLomtwu
HD4480A, they couldn't do it sun then it was supposed to be mon after 6pm then today from 11 to 3 then from 6 to 8
HD3591A, they don't even give an option to hold.. Just say lines are busy Plz try Late Flightr
HD4889T, should've been on one of your flights instead...  has now lost our bags to add insult to injury
HS2013A, does it show that we are on the same plane?
HC3556A, I suppose your customers enjoy screaming toddlers then. Not my problem if someone complains!
HD3483T," the lack of TV made it rough, that's literally why I picked y'all over the competitors."
HD2561A, just got my lost Kindle in the mail! Thanks again.
HS4664A," You've misunderstood.  WOULD NOT do a same day flight change for me. The gate agent said, ""NO."""
HC2078A, please keep Emily at you gso airport ticketing on staff she is amazing
HN2862T, what does TSA Pre on my boarding pass mean? http://t.co/0HmmQCzkCf
HD4711A, - Reference number to this request: 1-3001408092
HC3000A, well but for now the only thng we can do is wait for someone to explain us the situation with responsibility http://t.co/ML1JaCpmch
HD268A, can I get some luv with a fallow?
HD1964A,#SWADiversity We are ready to be inspired! http://t.co/S3EsW5AgUm
HN438T," my flight was at 1 pm. Still at the airport gee what service.  Do they care, nope.  Delayed until 7:55."
HD1368A, flight 3763 IAd-Sat. We're on the outdoor track for an hour
HC4475A, and they are telling me I got to get another hotel and food...so spend more money because you guys made me miss my connection
HD1410A, Good perspective. If only this safety concern had been expressed at some point before I arrived at the airport. #communicationiskey
HD3629A, You are 0 for 3 so far in on-time flights on this vacation.
HD167T, seeing your workers time in and time out going above and beyond is why I love flying with you guys. Thank you!
HC4697A, I honestly couldn't tell you. All I know is that originally we were going to have it brought in from the concourse
HD2279A," has Cancelled Flighted their last 3 flight into SHV tonight &amp; all flights for tomorrow, Feb. 23, out of SHV and multiple flight into SHV."
HD3704A,ÄĀĀ: Our fleet's on fleek. http://t.co/1incNCaV4nÄĀĀ - wow
HD4852A, can you outline the policies for both scenarios?
HD4616A, here in Austin I saw the water bottles &amp; snacks @ the desk for your waiting passengers! Im so Flight Booking Problems my next flight with you!
HD2529A, Outbound 2 bags 70 lbs bags Returning home 1 bag 50 lbs. What is your logic? And WHY? Am I writing to a Machine? Human HELP required
HC2770A, i got the call from RDU that my baggage is there except that doesn't help me bc i can't get it until I'm flying back home.
HD2191A, Just go ahead and start the scavenger hunt after 5 pm today when work is over ;) #DestinationDragons
HD4322A, Do you still offer discounts on seats for children under 2? We would rather put him in a seat than in a lap!
HD1914A, tells me to talk to  about my delayed flights. AA tells me to talk to US. #ihatemergers
HD771A,. You guys made my day. Treated me well. Thank you!!!
SC3729A, - holding us hostage for about an hour with no updates if they are taking us to NY or not. What's going 
HD4938A,". you should really have that addressed somewhere on the website, find that completely irritating &amp; am unable to take my flight now."
HD2198A, first airline to use #applepay in flight #airlines
SK2458A," Yes. However, the seats they assign us that day are never together. I just want to sit with my husband! Why is that impossible?"
HD1153T, I am good. I just did not understand the terminology.  but the merger brings new verbiage
HD4098A, Cancelled Flightled my flight for some unknown reason and haven't really given me anything to make my overnight layover tolerable
HD2841T," Thanks so much , my passport was recovered"
IC667A, I need to speak with a customer service agent today between 5-8pm  I had an unfortunate incident of discrimination today.
HD1551A, ...would be on the next flight to Hayden/steamboat
